Year,Year-Month,Year-Quarter,Township,State/Region,Township pcode,Channel,Indicator Name,Program,Total
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Waw,Bago (East),MMR007004,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Yegyi,Ayeyarwady,MMR017006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Yenangyaung,Magway,MMR009002,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Yenangyaung,Magway,MMR009002,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Yenangyaung,Magway,MMR009002,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Yenangyaung,Magway,MMR009002,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaikto,Mon,MMR011009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Monywa,Sagaing,MMR005012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Monywa,Sagaing,MMR005012,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Pyawbwe,Mandalay,MMR010024,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Tatkon,Nay Pyi Taw,MMR018003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,15
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,7
2022,2022-05,2022-Q2,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Bogale,Ayeyarwady,MMR017024,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Chauk,Magway,MMR009003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Daik-U,Bago (East),MMR007007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Daik-U,Bago (East),MMR007007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Gyobingauk,Bago (West),MMR008014,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaing,Yangon,MMR013040,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hmawbi,Yangon,MMR013003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kawhmu,Yangon,MMR013028,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kyaikto,Mon,MMR011009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Lashio,Shan (North),MMR015001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Letpadan,Bago (West),MMR008008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Letpadan,Bago (West),MMR008008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Maubin,Ayeyarwady,MMR017019,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Mayangone,Yangon,MMR013042,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Mingaladon,Yangon,MMR013002,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Mingaladon,Yangon,MMR013002,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Myittha,Mandalay,MMR010015,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Myittha,Mandalay,MMR010015,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Pyapon,Ayeyarwady,MMR017023,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Pyay,Bago (West),MMR008001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Shwebo,Sagaing,MMR005004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,South Okkalapa,Yangon,MMR013011,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,South Okkalapa,Yangon,MMR013011,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thaketa,Yangon,MMR013013,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Thaketa,Yangon,MMR013013,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thegon,Bago (West),MMR008005,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Yegyi,Ayeyarwady,MMR017006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Katha,Sagaing,MMR005020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,5
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,8
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thaton,Mon,MMR011007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Meiktila,Mandalay,MMR010028,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Monywa,Sagaing,MMR005012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Natogyi,Mandalay,MMR010019,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Natogyi,Mandalay,MMR010019,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Tatkon,Nay Pyi Taw,MMR018003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Amarapura,Mandalay,MMR010006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bahan,Yangon,MMR013044,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Chauk,Magway,MMR009003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Daik-U,Bago (East),MMR007007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Daik-U,Bago (East),MMR007007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hinthada,Ayeyarwady,MMR017008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaing,Yangon,MMR013040,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Hlaing,Yangon,MMR013040,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaing,Yangon,MMR013040,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaing,Yangon,MMR013040,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hmawbi,Yangon,MMR013003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hmawbi,Yangon,MMR013003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hmawbi,Yangon,MMR013003,SQH,TB cases screened,TB,7
2022,2022-05,2022-Q2,Ingapu,Ayeyarwady,MMR017013,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kyauktaga,Bago (East),MMR007006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaunggon,Ayeyarwady,MMR017007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Letpadan,Bago (West),MMR008008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Letpadan,Bago (West),MMR008008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Letpadan,Bago (West),MMR008008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Magway,Magway,MMR009001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Mawlamyinegyun,Ayeyarwady,MMR017018,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Mayangone,Yangon,MMR013042,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Mingaladon,Yangon,MMR013002,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Myaungmya,Ayeyarwady,MMR017014,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Myeik,Tanintharyi,MMR006005,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Myittha,Mandalay,MMR010015,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Myittha,Mandalay,MMR010015,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Padaung,Bago (West),MMR008003,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Pathein,Ayeyarwady,MMR017001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Patheingyi,Mandalay,MMR010007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Pwintbyu,Magway,MMR009008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwebo,Sagaing,MMR005004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,South Okkalapa,Yangon,MMR013011,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Tada-U,Mandalay,MMR010016,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Tada-U,Mandalay,MMR010016,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Tamu,Sagaing,MMR005030,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thanlyin,Yangon,MMR013023,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thanlyin,Yangon,MMR013023,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thanlyin,Yangon,MMR013023,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Thanlyin,Yangon,MMR013023,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Thingangyun,Yangon,MMR013009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Yegyi,Ayeyarwady,MMR017006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Katha,Sagaing,MMR005020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sanchaung,Yangon,MMR013039,SQH,TB cases screened,TB,4
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened,TB,5
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Monywa,Sagaing,MMR005012,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Monywa,Sagaing,MMR005012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Pyinmana,Nay Pyi Taw,MMR018006,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Tatkon,Nay Pyi Taw,MMR018003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Tatkon,Nay Pyi Taw,MMR018003,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Tatkon,Nay Pyi Taw,MMR018003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Bago,Bago (East),MMR007001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Dagon Myothit (Seikkan),Yangon,MMR013021,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Kale,Sagaing,MMR005027,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kanbalu,Sagaing,MMR005007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Lashio,Shan (North),MMR015001,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Minhla,Bago (West),MMR008009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,North Okkalapa,Yangon,MMR013012,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwebo,Sagaing,MMR005004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwebo,Sagaing,MMR005004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Shwepyithar,Yangon,MMR013007,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Tamu,Sagaing,MMR005030,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Tamwe,Yangon,MMR013015,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Taungoo,Bago (East),MMR007009,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Wakema,Ayeyarwady,MMR017017,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Singu,Mandalay,MMR010010,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (North),Yangon,MMR013019,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Dagon Myothit (South),Yangon,MMR013018,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Danubyu,Ayeyarwady,MMR017022,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaing,Yangon,MMR013040,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlaingtharya,Yangon,MMR013008,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Hlegu,Yangon,MMR013004,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kawa,Bago (East),MMR007003,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,3
2022,2022-05,2022-Q2,Kyaukpadaung,Mandalay,MMR010020,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Mingaladon,Yangon,MMR013002,SQH,TB cases screened,TB,2
2022,2022-05,2022-Q2,Myeik,Tanintharyi,MMR006005,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Patheingyi,Mandalay,MMR010007,SQH,TB cases screened,TB,1
2022,2022-05,2022-Q2,Sagaing,Sagaing,MMR005001,SQH,TB cases screened,TB,1
